key,image,base_ground_unique,target_ground_unique,preserved_ground_unique,disappeared_ground_unique,added_ground_unique,base_hall_unique,target_hall_unique,removed_hall_unique,retained_hall_unique,added_hall_unique,ground_disappeared_words,ground_added_words,hall_removed_words,hall_added_words,base_caption,target_caption
209782,COCO_val2014_000000209782.jpg,5,4,4,1,0,0,0,0,0,0,bottle,,,,"The image features a man sitting on a wooden bench in a city setting. He is wearing a black shirt and appears to be relaxing or waiting for someone. Another person is sitting on a bench nearby, and a third person is standing further back in the scene.

There are several cars parked in the background, with one car on the left side of the image, another on the right side, and a third car further back. A handbag is placed on the ground near the man sitting on the bench, and a bottle can be seen on the ground as well.","The image features a man sitting on a wooden bench, wearing a black shirt and black shoes. He is sitting on a bench in a public area, possibly a park or a busy street. Another man is sitting on a bench nearby, also wearing a black shirt. 

There are several other people in the scene, some of them sitting on other benches and some standing nearby. A car is parked in the background, and a handbag can be seen placed on the ground near one of the benches. The scene appears to be a public area where people are enjoying their time"
210032,COCO_val2014_000000210032.jpg,7,4,4,3,0,1,2,0,1,1,chair; cup; fork,,,hot dog,"The image features a dining table with a plate of food, including a half-eaten sandwich and a side of ketchup. A bird is perched on the table, standing near the plate and seemingly interested in the food. 

There are several people in the scene, with one person sitting on a bench close to the table and others standing around the area. A cup can be seen on the table, and a fork is placed near the plate. The scene appears to be set outdoors, with a bench and a chair visible in the background.","The image features a dining table with a plate of food, including a half-eaten sandwich and a hot dog, placed on the table. A bird is perched on the table, standing near the plate of food, possibly attracted by the food. 

There are several people in the scene, with one person sitting at the table and others standing nearby. A bench is also visible in the scene, located near the table. The dining table is situated near a body of water, providing a picturesque setting for the meal."
210221,COCO_val2014_000000210221.jpg,1,1,1,0,0,2,1,1,1,0,,,car,,"The image features a street scene with three fire trucks parked on the side of the road. The fire trucks are positioned in a row, with one on the left side, another in the middle, and the third on the right side of the street. 

There are also two people visible in the scene, one standing closer to the left side of the street and the other near the center. Additionally, a car can be seen parked further down the street, closer to the right side.","The image features a street scene with three fire trucks parked on the side of the road. The fire trucks are parked in a row, with one fire truck positioned in the middle and the other two on either side of it. The fire trucks are parked on the side of the road, possibly attending to an emergency or waiting for their next assignment.

In addition to the fire trucks, there are two people visible in the scene, one near the middle of the scene and the other closer to the right side of the image. The presence of these people suggests that"
210299,COCO_val2014_000000210299.jpg,2,2,2,0,0,0,0,0,0,0,,,,,"The image features a young boy riding a bicycle on a concrete surface. He is wearing a helmet for safety while enjoying his ride. The bicycle is positioned towards the left side of the image, with the boy sitting on it and pedaling. The scene captures the child's excitement and determination as he navigates the terrain.","The image features a young boy riding a bicycle on a concrete surface. The boy is wearing a helmet for safety while riding the bike. The bicycle is positioned towards the left side of the image, and the boy is riding it with determination. The scene captures the boy's excitement and enjoyment of riding the bike."
21378,COCO_val2014_000000021378.jpg,2,1,1,1,0,0,3,0,0,3,boat,,,cell phone; handbag; train,"The image features a mirror reflecting a group of people standing on a boat. There are at least 13 people visible in the mirror, with some of them standing closer to the edge of the boat, while others are positioned further back. The people are scattered throughout the boat, with some standing near the center and others closer to the edges.

The boat appears to be a ferry, as it is carrying passengers across a body of water. The mirror captures the passengers' reflections, providing a unique perspective of the scene.","The image features a mirror reflecting the interior of a train, capturing the passengers on board. There are several people visible in the mirror, some standing and others sitting, all engaged in various activities. The passengers are scattered throughout the train, with some closer to the mirror and others further away.

In addition to the passengers, there are a few personal items visible in the mirror, such as a handbag and a cell phone. The handbag is located near the center of the mirror, while the cell phone is located closer to the right side of the mirror. The mirror captures the essence of a busy train ride"
215897,COCO_val2014_000000215897.jpg,2,2,2,0,0,0,0,0,0,0,,,,,"The image features two men standing on a sandy beach, each holding a surfboard. They are positioned close to each other, with one man standing slightly behind the other. The surfboards are placed horizontally on the ground, with one surfboard slightly in front of the other.

The beach setting is further enhanced by the presence of a few rocks scattered around the area. The overall atmosphere suggests that the two men are enjoying a day of surfing and spending time together on the beach.","The image features two men standing on a sandy beach, each holding a surfboard. They are both wearing wetsuits, indicating that they are surfers preparing to go surfing. The surfboards are placed on the sand, with one surfboard being held by the man on the left and the other by the man on the right.

The beach setting is further enhanced by the presence of a surfboard on the sand, which is not being held by either of the men. The beach appears to be a popular spot for surfing, as the two men are not the only"
216083,COCO_val2014_000000216083.jpg,1,1,1,0,0,2,0,2,0,0,,,person; truck,,"The image features a yellow fire hydrant prominently placed on a sidewalk, with a chain attached to it. The fire hydrant is situated in front of a fence, which is likely part of a construction site. The fence is made of metal and stretches across the background of the scene.

In the background, there are two trucks parked, one on the left side and the other on the right side of the image. Additionally, there is a person standing near the right side of the scene, possibly observing the construction site or the fire hydrant.","The image features a yellow fire hydrant sitting on a sidewalk next to a chain-link fence. The fire hydrant is positioned near the fence, and the fence is located in front of a building. The fence appears to be a chain-link fence, and the fence is located in front of a building. The fire hydrant is situated on the sidewalk, and the fence is located in front of the building."
216228,COCO_val2014_000000216228.jpg,4,4,4,0,0,1,1,1,0,1,,,traffic light,car,"The image features a woman riding a skateboard down a Hollywood Boulevard sidewalk. She is wearing a white shirt and appears to be enjoying her ride. The woman is also carrying a handbag while skateboarding.

There are several other people in the scene, some of whom are walking or standing on the sidewalk. A bicycle can be seen parked on the sidewalk, and a traffic light is visible in the background. The overall atmosphere of the scene is lively and bustling, typical of a busy city street.","The image features a woman riding a skateboard down a street, possibly on Hollywood Boulevard. She is wearing a white shirt and appears to be enjoying her ride. The woman is also carrying a handbag while skateboarding.

There are several other people in the scene, some of whom are walking or standing on the sidewalk. A few of them are carrying handbags as well. Additionally, there is a bicycle parked on the sidewalk, and a car is visible in the background."
217957,COCO_val2014_000000217957.jpg,1,1,1,0,0,0,0,0,0,0,,,,,"The image features a large, ornate clock mounted on the side of a building. The clock is adorned with gold trim and intricate designs, making it a striking focal point. The clock face is surrounded by a decorative border, and there are two statues on either side of the clock, adding to the overall aesthetic appeal.

In addition to the clock, there are two smaller clocks visible in the scene, one located above the main clock and the other below it. The clocks are also adorned with gold trim, further enhancing the elegance of the scene.","The image features a large, ornate clock mounted on the side of a building. The clock is adorned with gold and gold leaf, giving it a luxurious appearance. The clock is surrounded by intricate designs and decorations, including a gold frame and a gold border.

In addition to the clock, there are two statues on either side of the clock, each holding a shield. These statues add to the overall grandeur of the clock and the building it is mounted on. The clock is positioned on the side of the building, making it a prominent feature of the building's exterior."
218752,COCO_val2014_000000218752.jpg,1,1,1,0,0,2,1,2,0,1,,,bowl; chair,dining table,"The image features a cow lying down in a pen, surrounded by hay. The cow appears to be resting or possibly sleeping, with its head tilted to the side. There are two other cows in the scene, one standing near the left side of the image and another one further back on the right side.

In addition to the cows, there are two bowls in the pen, one located near the center of the image and the other one closer to the right side. A chair can also be seen in the background, positioned near the left side of the image.","The image features a cow lying down in a pen, surrounded by hay. The cow is resting on a pile of hay, and it appears to be resting or relaxing. The cow is accompanied by a calf, which is lying down next to the cow. The calf is also resting on the hay, close to the cow.

The pen is surrounded by a fence, and there is a dining table visible in the background. The scene appears to be a peaceful and serene moment in the life of the cow and its calf."
220638,COCO_val2014_000000220638.jpg,4,5,4,0,1,1,0,1,0,0,,bowl,bottle,,"The image features a young boy sitting at a dining table, eating a meal. He is using a spoon to eat his food, which is placed on a plate in front of him. The boy is focused on his meal, and there is a chair positioned next to him.

The dining table is surrounded by chairs, with one on the left side of the table and another on the right side. There are also two other people in the scene, one standing near the top left corner and another person standing in the top right corner. A bottle can be seen on the table, possibly containing","The image features a young boy sitting at a dining table, eating a meal. He is using a spoon to eat his food, which appears to be a bowl of cereal. The boy is focused on his meal, enjoying his breakfast.

The dining table is surrounded by chairs, with one chair visible on the left side of the table and another on the right side. The table is set with a bowl of cereal, a spoon, and a spoon resting on the table. The boy is seated at the table, enjoying his meal."
220732,COCO_val2014_000000220732.jpg,3,3,2,1,1,0,0,0,0,0,person,bus,,,"The image depicts a busy city street filled with various vehicles, including a large white bus, a truck, and several cars. The bus is positioned in the middle of the scene, while the truck is located towards the left side of the street. The cars are scattered throughout the scene, with some closer to the bus and others further away.

There are also a few pedestrians visible on the street, with one person standing near the left edge of the image and another person closer to the center. The street is bustling with activity, showcasing the typical hustle and bust","The image depicts a busy city street with a mix of vehicles, including buses, trucks, and cars. There are two buses in the scene, one on the left side of the street and another on the right side. A truck is also visible on the left side of the street, and a truck and a truck-trailer are present on the right side of the street.

In addition to the buses and trucks, there are several cars on the street, with some cars positioned behind the buses and others scattered throughout the scene. A truck-trailer"
221390,COCO_val2014_000000221390.jpg,6,3,3,3,0,2,0,2,0,0,chair; remote; vase,,book; tv,,"The image features a man sitting on a couch with a young child, likely his son, in his lap. The man is wearing a tie, which is visible as he holds the child. The couch is situated in a living room, with a chair placed nearby.

In the room, there are several books scattered around, indicating that the family enjoys reading. A remote control can be seen on the couch, suggesting that they might have been watching television or using a streaming device. Additionally, a vase is placed on a surface in the room, adding a decorative touch to the space.","The image features a man sitting on a couch with a young child, likely his son, sitting on his lap. The man is wearing a tie, which is a unique detail in the scene. The man and the child are sitting on the couch, with the child sitting on the man's lap.

The room features a couch, a couch in the background, and a couch in the background. There is a couch in the background, and a couch in the background. The room also features a couch in the background, and a couch in the background. The room also features"
222788,COCO_val2014_000000222788.jpg,2,2,2,0,0,0,0,0,0,0,,,,,"The image features a group of five people standing on a sandy beach, each holding a surfboard. They are posing for a picture, showcasing their surfboards and enjoying their time together. The surfboards are of various sizes and are held by the individuals in different positions, creating a visually appealing composition. The beach setting and the presence of surfboards suggest that the group is likely participating in a surfing activity or simply enjoying a day out by the ocean.","The image features a group of five people standing on a sandy beach, posing together with their surfboards. They are all wearing wetsuits, indicating that they are surfers. The surfboards are arranged in a row, with each surfer holding their surfboard in front of them.

The surfers are standing in a line, with the first surfer on the left side of the image, the second surfer in the middle, the third surfer on the right side, the fourth surfer in the middle, and the fifth surfer on the right side of the image. The sur"
223554,COCO_val2014_000000223554.jpg,1,1,1,0,0,0,0,0,0,0,,,,,"The image features two large white pelicans standing on a concrete surface near a body of water. They are positioned close to each other, with one pelican slightly to the left and the other slightly to the right. The water appears to be a river, as there are several birds swimming in it.

In addition to the two main pelicans, there are several other birds scattered throughout the scene, both in the water and on the concrete surface. Some of these birds are closer to the pelicans, while others are further away, creating a lively and bustling atmosphere.","The image features two large white pelicans standing on a concrete surface near a body of water. They are positioned close to each other, possibly interacting or socializing. The pelicans are standing on a concrete ledge, which is located near the water.

In the background, there are several birds of various sizes, some of which are also near the water. The birds are scattered throughout the scene, with some closer to the pelicans and others further away. The presence of these birds creates a lively and lively atmosphere in the image."
22382,COCO_val2014_000000022382.jpg,1,1,1,0,0,1,1,0,1,0,,,,,"The image features a large, ornate church with a prominent clock tower. The clocks are located on the front and side of the building, making it easy for people to tell the time. The church has a beautiful stone facade, and the clocks are positioned at different heights, adding to the architectural interest.

In addition to the clocks, there are two crosses visible on the building, one near the top and the other towards the middle. The church's design and the presence of the clocks make it an impressive and functional structure.","The image features a large, ornate church with a prominent clock tower. The church features a large clock on each side of the building, making it easy for people to tell the time. The church has a beautiful, old-fashioned design, featuring a clock tower with a clock on each side. The clocks are positioned at different heights, adding to the church's architectural charm. The church's architecture is reminiscent of a cathedral, making it a beautiful and impressive sight."
224757,COCO_val2014_000000224757.jpg,2,2,2,0,0,0,0,0,0,0,,,,,"The image features a group of children gathered on a grassy field, with a man standing among them. The children are holding soccer balls, and the man appears to be teaching them how to play soccer. There are at least 12 children in the scene, with some standing closer to the man and others spread out across the field.

In addition to the children and the man, there are three sports balls visible in the scene, with one near the center, another towards the left side, and the third one closer to the right side of the field. The children seem to be enjoying their time on the field","The image features a group of children gathered on a grassy field, engaged in a soccer practice session. There are several children standing on the field, with some of them holding soccer balls. A man, possibly a coach or a parent, is standing among the children, watching and guiding them as they practice their soccer skills.

In total, there are 12 children and 5 soccer balls visible in the scene. The children are spread out across the field, with some standing closer to the man and others further away. The children are engaged in the practice, learning and improving their soccer skills"
225225,COCO_val2014_000000225225.jpg,2,2,2,0,0,1,0,1,0,0,,,bench,,"The image features a train station with two trains parked side by side on the tracks. The trains are of different colors, with one being red and the other being purple. The trains are positioned close to each other, with one train occupying the left side of the image and the other train taking up the right side.

There are several people in the scene, with some standing near the trains and others scattered throughout the station. A bench can be seen in the middle of the station, providing a place for passengers to sit and wait.","The image features a train station with two trains parked side by side on the tracks. The trains are positioned close to each other, with one train occupying the majority of the image and the other train occupying a smaller portion of the image.

There are several people in the scene, with some standing near the trains and others scattered throughout the station. Some people are closer to the trains, while others are further away, possibly waiting for their train or just passing through the station."
22563,COCO_val2014_000000022563.jpg,1,1,1,0,0,1,1,0,1,0,,,,,"The image features a vase filled with purple flowers, placed on a table. The vase is positioned in the center of the scene, and the flowers are arranged in a visually appealing manner. The flowers are accompanied by a green leaf, adding a touch of color and life to the arrangement. The overall scene creates a pleasant and inviting atmosphere.","The image features a vase filled with a beautiful arrangement of purple flowers, likely purple hydrangeas, placed on a table. The vase is positioned on a table, and the vase itself is green. The vase is placed on a table, and the vase itself is green. The vase is placed on a table, and the vase itself is green. The vase is placed on a table, and the vase itself is green. The vase is placed on a table, and the vase itself is green. The vase is placed on a table, and the vase itself"
227845,COCO_val2014_000000227845.jpg,1,1,1,0,0,0,0,0,0,0,,,,,"The image features a group of giraffes in a zoo enclosure. There are three giraffes in total, with one giraffe standing prominently in the foreground, looking directly at the camera. The other two giraffes are positioned behind the main giraffe, one on the left side and the other on the right side of the image.

The giraffes are standing on a dirt ground, which is typical for a zoo enclosure. The scene captures the unique features of these animals, including their long necks and distinctive spots.","The image features a giraffe standing in a dirt area, possibly a zoo enclosure. The giraffe is looking directly at the camera, capturing the viewer's attention. Another giraffe can be seen in the background, walking away from the main giraffe.

There are also two other giraffes in the scene, one located in the background and another closer to the right side of the image. The giraffes are standing in a dirt area, which is typical of a zoo enclosure."
230008,COCO_val2014_000000230008.jpg,3,3,3,0,0,1,0,1,0,0,,,handbag,,"The image features a police officer sitting on a motorcycle, parked on the side of the road. The officer is wearing a helmet and is positioned near a bush. A car is parked in front of the motorcycle, and another car can be seen further down the road.

There are two other people in the scene, one standing near the motorcycle and the other person standing closer to the car. A handbag is placed on the ground near the person standing by the motorcycle.","The image features a police officer on a motorcycle parked on the side of the road. The officer is wearing a helmet and is standing next to the motorcycle. The motorcycle is parked near a green car, which is parked in a parking space.

There are a few other cars in the scene, including a car parked behind the green car and another car parked further away. Additionally, there is a person standing near the green car, possibly observing the scene or waiting for someone."
230212,COCO_val2014_000000230212.jpg,2,2,2,0,0,1,0,1,0,0,,,traffic light,,"The image features a train traveling down the tracks, surrounded by lush green trees. The train is positioned in the middle of the scene, with a few people visible near the front of the train. The train appears to be a passenger train, as it is moving along the tracks.

There are two traffic lights in the scene, one located near the left side of the train and the other on the right side. The presence of these traffic lights suggests that the train is passing through an area with controlled intersections or crossings.","The image features a train traveling down the tracks, surrounded by lush green trees and a lush green field. The train is moving along the tracks, and the train tracks are positioned next to a grassy area. The train is a black and red train, and it appears to be a passenger train.

There are a few people visible in the image, likely passengers waiting for the train or observing the train as it passes by. The scene captures the essence of a peaceful and scenic train journey through a lush green landscape."
232085,COCO_val2014_000000232085.jpg,1,1,1,0,0,0,0,0,0,0,,,,,"The image features two elephants standing next to each other in a dirt field. They appear to be enjoying the sunshine and are positioned close to a water source, possibly a pond or a watering hole. The elephants are facing the same direction, possibly looking for food or water.

The scene also includes a few trees in the background, providing a natural setting for the elephants. The elephants are the main focus of the image, with their size and presence dominating the scene.","The image features two elephants standing next to each other in a dirt field. They are positioned close to a water source, possibly a pond or a watering hole. The elephants are standing near a pond, and one of them is drinking water from the pond. The elephants appear to be enjoying their time together in the field."
23369,COCO_val2014_000000023369.jpg,1,1,1,0,0,3,0,3,0,0,,,bench; person; potted plant,,"The image features a black motorcycle parked on the side of a road, with a flag flying nearby. The motorcycle is positioned in the middle of the scene, and it appears to be the main focus of the image. 

In the background, there are several potted plants placed along the road, adding a touch of greenery to the scene. Additionally, there are two benches located further down the road, providing a place for people to sit and enjoy the surroundings.","The image features a black motorcycle parked on the side of a road, with a flag flying nearby. The motorcycle is positioned on the side of the road, and the motorcycle's mirror is visible. The motorcycle is parked on the grass, and the motorcycle's mirror is facing the camera.

In the background, there is a house and a flag, which adds to the overall atmosphere of the scene. The motorcycle is parked on the grass, and the motorcycle's mirror is facing the camera."
233840,COCO_val2014_000000233840.jpg,2,1,1,1,0,1,1,0,1,0,fork,,,,"The image features a delicious-looking barbecue sandwich served in a paper basket. The sandwich is filled with meat and topped with coleslaw, making it a mouth-watering meal. The sandwich is placed on a dining table, and a plastic fork is provided for eating. The sandwich is the main focus of the image, and it appears to be a tasty and satisfying meal.","The image features a delicious-looking barbecue sandwich served in a paper basket. The sandwich is filled with meat and topped with coleslaw, making it a mouth-watering meal. The sandwich is placed on a dining table, and the basket is placed on a table as well.

The sandwich is served in a paper basket, which is placed on a dining table. The basket is placed on the table, and the basket is placed on the table. The basket is placed on the table, and the basket is placed on the table. The basket is placed on the table"
239943,COCO_val2014_000000239943.jpg,1,1,1,0,0,0,0,0,0,0,,,,,"The image features a group of four zebras running and playing together in a dirt field. They are spread out across the field, with one zebra positioned towards the left side, another in the middle, and the remaining two zebras on the right side. The zebras appear to be enjoying their time together, possibly engaging in a playful chase or simply running around for fun.","The image features a group of zebras running and playing in a dirt field. There are four zebras in total, with one zebra positioned towards the left side of the image, another in the middle, and two more towards the right side. The zebras are running and playing together, enjoying their time in the field.

The field is surrounded by a dirt field, and there is a dirt wall in the background. The zebras are running in a dirt field, which is a part of their natural habitat."
240403,COCO_val2014_000000240403.jpg,2,2,2,0,0,0,0,0,0,0,,,,,"The image features a group of young children standing on a tennis court, posing for a picture. There are five children in total, with three of them holding tennis rackets. The children are standing in a line, with one child on the left side, two in the middle, and one on the right side of the court.

In addition to the children, there are two tennis rackets visible in the scene. One racket is held by a child on the left side of the court, while the other is held by a child on the right side. The children appear to be enjoying their time on the tennis court","The image features a group of young children standing on a tennis court, posing for a picture. There are five children in total, all dressed in tennis attire and holding tennis rackets. They are standing in a line, with some of the children standing closer to the front and others towards the back.

The children are all holding tennis rackets, with some of them holding them in their hands and others holding them in their hands. The children are all smiling and appear to be enjoying their time on the tennis court."
242301,COCO_val2014_000000242301.jpg,2,2,2,0,0,4,3,1,3,0,,,remote,,"The image features two women playing a game of ""airplane"" on a bed. One woman is lying on her stomach, while the other woman is standing on the bed, both with their arms outstretched. They seem to be enjoying their time together, possibly in a hotel room.

In the room, there is a chair located near the left side of the bed, and a TV can be seen on the right side. A remote control is placed on the bed, close to the right side of the scene. Additionally, there is a person partially visible in the background, possibly observing the women'","The image features two women playing a game of ""airplane"" on a bed, with one woman lying on the bed and the other woman standing on the bed. The standing woman is pretending to fly, while the lying woman is enjoying the playful moment. 

In the background, there is a man lying on the bed, possibly watching the women play or simply resting. The room also features a bed with a white bedspread, a chair, and a TV mounted on the wall. The scene appears to be a fun and lighthearted moment shared among friends."
245447,COCO_val2014_000000245447.jpg,4,4,4,0,0,2,1,2,0,1,,,bottle; bowl,chair,"The image depicts a group of people sitting around a dining table in a restaurant, engaged in using their cell phones. There are four people in the scene, with two women sitting on one side of the table and two men on the other side. 

Various items can be seen on the table, including a cup, a bottle, and a bowl. A cell phone is also visible on the table, likely belonging to one of the people in the group. The atmosphere appears to be casual and relaxed, as the group enjoys their time together while using their devices.","The image depicts a group of people sitting around a dining table in a restaurant, enjoying their meal and engaging with their cell phones. There are four people in the scene, with two women sitting on one side of the table and two women on the other side. 

The table is set with various items, including cups, cups, and cups. There are also a few cups placed on the table, and a few cups are placed on the table as well. The table is surrounded by chairs, and the people are seated comfortably. The atmosphere appears to be"
246124,COCO_val2014_000000246124.jpg,2,2,2,0,0,1,0,1,0,0,,,tie,,"The image features three men standing on a hill, looking up at a kite flying high in the sky. The men are dressed in suits, with one of them wearing a tie. They appear to be enjoying the outdoor activity and the beautiful view of the kite soaring above them. The scene captures a moment of leisure and relaxation for the group.","The image features three men dressed in suits and ties, standing on a hillside and flying a kite together. They are all wearing ties, which adds a formal touch to their outdoor activity. The kite is soaring high in the sky, capturing the attention of the men as they enjoy their time together.

The men are standing close to each other, with one man on the left, another in the middle, and the third man on the right. The men are positioned in a way that allows them to enjoy the kite flying and the beautiful scenery around them."
246248,COCO_val2014_000000246248.jpg,4,4,4,0,0,2,0,2,0,0,,,fire hydrant; person,,"The image depicts a busy street intersection with a stop sign prominently displayed on the right side of the scene. The intersection is surrounded by buildings, and there are several cars and trucks navigating the area. 

In addition to the stop sign, there are multiple traffic lights positioned throughout the scene, ensuring proper traffic flow. A few pedestrians can be seen walking around the intersection, and a fire hydrant is visible on the sidewalk. The overall atmosphere of the scene is bustling and active, with people and vehicles moving through the area.","The image depicts a busy street intersection with a stop sign prominently displayed on the side of the road. The intersection is located in a foreign country, as indicated by the presence of flags on the street. The intersection is surrounded by buildings, and the street is lined with trees, providing a pleasant atmosphere.

There are several vehicles on the street, including cars and trucks, as well as a truck parked near the intersection. Traffic lights are also present at the intersection, ensuring proper traffic flow. The scene captures the essence of a busy intersection in a foreign country, with a"
246252,COCO_val2014_000000246252.jpg,2,2,2,0,0,1,1,0,1,0,,,,,"The image captures a snowy ski slope with several people skiing and snowboarding. A young man is prominently riding a snowboard down the slope, while another person is skiing nearby. There are also a few other skiers and snowboarders scattered across the slope, enjoying the winter sports.

The ski slope is surrounded by trees, adding to the picturesque winter landscape. The scene is lively, with people of various skill levels participating in the activities.","The image captures a snowy ski slope with a young man riding a snowboard down the slope. He is wearing a red jacket and appears to be enjoying his time on the slope. Another person is also present on the slope, skiing down the slope behind the snowboarder.

There are a few other people scattered around the slope, some skiing and others skiing, creating a lively atmosphere on the slope. The scene captures the excitement and enjoyment of winter sports on a sunny day."
248069,COCO_val2014_000000248069.jpg,2,2,2,0,0,1,0,1,0,0,,,bench,,"The image features a young girl standing in front of a large elephant, which is behind a fence. The girl appears to be enjoying her time at the zoo, as she is smiling and posing for the camera. The elephant is positioned on the left side of the image, with its trunk visible above the fence.

In the background, there is a bench located on the right side of the scene, possibly for visitors to sit and observe the animals. The girl is wearing a black dress, and her shoes are red, adding a pop of color to the scene.","The image features a young girl standing in front of a fence, smiling and looking at an elephant that is standing behind the fence. The elephant is quite large, occupying a significant portion of the image. The girl appears to be enjoying her time observing the elephant, possibly at a zoo or a wildlife park."
248400,COCO_val2014_000000248400.jpg,4,3,3,1,0,5,3,3,2,1,bowl,,cup; sink; vase,oven,"The image features a man standing in a kitchen, holding a pizza box with a pizza inside. He appears to be excited about the pizza and is making a funny face. The kitchen is well-equipped with a sink, a refrigerator, and a microwave.

There are several items on the countertop, including a bowl, a cup, and a vase. A potted plant is also present in the room, adding a touch of greenery to the space. The man's facial expression and the presence of the pizza create a light-hearted and enjoy","The image features a man standing in a kitchen, holding a pizza box with a pizza inside. He appears to be excited about the pizza and is making a funny face. The pizza is placed inside a pizza box, which is placed on a countertop.

The kitchen is well-equipped with various appliances, including a refrigerator, a microwave, and an oven. There are also a few potted plants in the kitchen, adding a touch of greenery to the space. A potted plant is located near the refrigerator, while another is placed"
253263,COCO_val2014_000000253263.jpg,7,2,2,5,0,1,0,1,0,0,book; chair; keyboard; mouse; tv,,cup,,"The image features a wooden desk with a laptop and two computer monitors placed on it. The laptop is positioned towards the right side of the desk, while the two monitors are located on the left side. A keyboard is placed in front of the laptop, and a mouse can be seen on the right side of the desk.

There are several books scattered around the desk, with some placed near the laptop and others on the left side of the desk. A cup is also visible on the left side of the desk, and a chair is situated in the background, ready for someone to sit and","The image features a wooden desk with a wooden desk top, featuring a wooden desk top. On the desk, there is a laptop computer, a laptop computer, and a laptop computer. The laptop computers are placed on the desk, with one on the left side, one in the middle, and one on the right side of the desk. 

In addition to the laptop computers, there is a laptop computer on the right side of the desk. A laptop computer is also placed on the left side of the desk. A laptop computer is positioned in the middle of the desk, and"
253575,COCO_val2014_000000253575.jpg,1,1,1,0,0,0,0,0,0,0,,,,,"The image features a snowy landscape with two polar bears walking across a field. One polar bear is located towards the left side of the image, while the other is positioned more towards the center. The snow-covered field provides a picturesque backdrop for the bears as they traverse the wintry terrain.","The image features a snowy landscape with two polar bears walking through the snow. One polar bear is located towards the left side of the image, while the other is positioned more towards the center. The polar bears appear to be walking together, possibly exploring the snowy landscape.

The snowy landscape is surrounded by trees, creating a picturesque winter scene. The snow-covered trees and the polar bears together create a serene and captivating image."
253624,COCO_val2014_000000253624.jpg,4,4,4,0,0,2,1,1,1,0,,,wine glass,,"The image features a brown and white cat sitting on a wooden chair, which is positioned in front of a dining table. The cat appears to be relaxed and comfortable on the chair, possibly enjoying the warmth of the wood. 

The dining table is set with various items, including a wine glass, a bowl, and a bottle. The wine glass is placed near the center of the table, while the bowl is located towards the right side. The bottle is situated on the left side of the table. The scene creates a cozy atmosphere, with the cat as the main focus.","The image features a brown and white cat sitting on a wooden chair, which is placed in front of a dining table. The cat appears to be relaxed and comfortable on the chair, possibly enjoying the warmth of the wooden chair. 

The dining table is set with a bowl and a bottle, indicating that the table is prepared for a meal. The dining table is positioned in the background, with the chair being the main focus of the image."
256343,COCO_val2014_000000256343.jpg,6,3,3,3,0,4,3,2,2,1,bowl; cup; potted plant,,bottle; refrigerator,microwave,"The image features a woman standing in a kitchen, preparing food. She is holding a spoon and sprinkling cheese onto a pizza, which is placed on a cutting board on the counter. The kitchen is well-equipped with various appliances, including a refrigerator, an oven, and a sink.

There are multiple bowls and cups scattered around the kitchen, with one bowl placed near the sink and another on the counter. A potted plant can be seen in the background, adding a touch of greenery to the space. A bottle is also visible on the","The image features a woman standing in a kitchen, preparing food in the kitchen. She is holding a spoon and sprinkling cheese on a pizza, which is placed on the counter. The kitchen is well-equipped with various kitchen appliances, including a microwave, oven, and sink.

The kitchen is also equipped with a sink, a sink, and a sink. The kitchen is also equipped with a sink, a sink, and a sink. The kitchen is also equipped with a sink, a sink, and a sink. The kitchen is also equipped with a"
256973,COCO_val2014_000000256973.jpg,3,3,3,0,0,1,1,1,0,1,,,spoon,person,"The image features a wooden dining table with a variety of items on it. There is a cup placed on the table, accompanied by a book and a small rock. The cup is positioned towards the left side of the table, while the book is located in the middle, and the rock is situated on the right side. 

In addition to these items, there are several books scattered around the table, with some placed near the edge and others closer to the center. A spoon can also be seen on the table, positioned near the left side of the cup.","The image features a wooden dining table with a variety of items on it. On the table, there is a book titled ""Topology"" placed on the table, along with a cup of coffee. The table also has a cup of coffee and a cup of coffee with a coffee mug. 

In addition to the coffee and coffee mug, there are several books scattered across the table, some of which are placed on the table's surface. A cup of coffee is also present on the table, along with a cup of coffee and a coffee mug. The table appears to be a gathering place for people"
25751,COCO_val2014_000000025751.jpg,2,2,2,0,0,1,0,1,0,0,,,person,,"The image features a dining table with two plates of delicious donuts. The first plate is filled with a variety of donuts, including some with frosting and others without. The second plate is placed next to the first one, and it also contains a selection of donuts.

In total, there are 13 donuts visible on the table, with some placed closer to the edges and others in the center. The arrangement of the donuts creates an appetizing display, inviting people to enjoy a sweet treat.","The image features a dining table with two plates of doughnuts on display. The doughnuts are arranged on a white plate, and there are also some doughnuts on a separate plate. The doughnuts are glazed and appear to be freshly made.

In addition to the doughnuts, there are a few doughnut holes scattered around the table. The doughnut holes are scattered on the table, with some on the white plate and others on the separate plate. The doughnut holes are also glazed, adding to the variety of doughnut options"
